pkSiteId,commonName,siteNumber,latSeconds,longSeconds,dnrverified,projectAddress,altLocDesc,pin,city,xrefSiteNumber,lotPhaseDistrict,fkSubDivisionId,fkWaterWayId,fkCountyId,fkIslandId,fkWaterwayTypeId,subDivisionHasRestriction,subDivisionRestriction,waterwayHasRestriction,waterwayRestriction,totalSiteImpacts,allPermitsLastExpiryDate,marinaLeaseLastExpiryDate,isAllPermitsExpired,isMarinaLeaseExpired,historicalTracking,historicalEventMemos,historicalDeletedSiteRecs,historicalCorpsPermitNums,historicalSiteHistory,isLockedForEdit,fkLastLockedBy,lastLockedAt,systemLockerBit,fkSubDivision,fkWaterWay,fkCounty,fkIsland,fkWaterwayType,siteStructures,coordinates,siteTypes,projectTypes
11651,Islands Highway Culvert,09212020_043119PM,114247.692,-292738.14,True,Islands Highway,East Of Fort Morris Road,,,,,-2.0,50,92,-2.0,7,False,,False,,0.09249,2030-12-19T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4391,Isle Of Hope United Methodist Church,10012002_024945PM,115157.016,-291817.62,True,35 Cardinal Road,,,Savannah,,,-2.0,149,28,-2.0,18,False,,False,,0.0,2005-07-26T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2014,Jeffs Crab House,05191997_120000AM,114521.4,-292844.088,True,213 Margaret Dr.,Jones Creek Cut,,Midway,,,-2.0,76,92,27.0,3,False,,False,,0.05986,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
912,Jekyll Harbor Marina: Approved Live-Aboard Marina,07171990_120000AM,111768.048,-293119.416,True,1 Harbor Road,"Near Sea Jays, Just S Of Bridge",,,,,-2.0,167,66,28.0,3,False,,False,,5.30473,2019-11-15T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
400,Jekyll Island Marina (historic) Boat Ramp,06091981_120000AM,111751.308,-293122.152,True,,950' S Of Bridge By Sea Jays,,Jekyll,,,-2.0,167,66,28.0,3,False,,False,,0.48187,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,30,2016-01-06T15:48:13.623,False,,,,,,[],,[],[]
659,"Jekyll Island Marina (The Wharf, Latitudes) (Historic Marina)",03091988_120200AM,111809.556,-293126.184,True,,"N Of Causeway, Millionaires Village",,,,,-2.0,167,66,28.0,3,False,,False,,0.78972,2017-11-18T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
7647,JIA Bike Path @ Riverview & Wylly,12062011_082828AM,111846.2112,-293132.8692,True,,Riverview And Wylly,,Jekyll Island,,,-2.0,167,66,28.0,3,False,,False,,0.22,2017-08-17T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4617,JIA Bike Path @ Summer Waves,04292003_120000AM,111733.8498,-293107.9392,True,381 Riverview Drive,Near Summer Waves,,,,,-2.0,293,66,28.0,-2,False,,False,,0.05096,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6095,JIA- Shellfish Restoration G.E.O.R.G.I.A. - Beach & Clam Creeks,10242006_120000AM,111685.16988,-293163.59988,True,,Clam Creek & Beach,,,,,-2.0,65,66,28.0,3,False,,False,,0.00395,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
3713,JIA/DNR CRD Ski Rixen Pond Public Docks,03132001_120000AM,111750.516,-293115.276,True,,North Of Summer Waves,,,03061998_120000AM & 04062004_1114 & 10132010_04104,,-2.0,269,66,28.0,-2,False,,False,,0.07576,2014-05-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
38,Johnson (Allanson),03201972_120000AM,113517.4284,-292930.7112,True,1236 Buccaneer Club Road,E Of Buccaneer Club,,Belleville,09062002_100639AM,Lots 1-3 Block B And Lots 1-3 Block A,208.0,258,101,-2.0,14,False,,False,,0.0337,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1900,Jones Creek Community Dock,08291996_120000AM,112579.272,-292841.712,True,116 Jones Creek Drive,"North, SSI",,St. Simons,,,226.0,170,66,59.0,3,False,,False,,0.10634,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
11738,Jones III (Betty McDonald Jones Revocable Trust),12162020_032122PM,112442.544,-292855.212,True,135 Sinclair Plantation Drive,,04-10329,St. Simons Island,,"Lot 3 Oatland, Lot 4 Sinclair",590.0,340,66,59.0,3,False,,False,,0.16478,2027-11-18T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1907,Julienton Landing,09231996_120000AM,113688.8712,-292718.502,True,End Of Julienton Landing NE,"50 ROW @ Gordon Street, 22nd GMD",,Townsend,,,227.0,174,101,-2.0,14,False,,False,,0.40882,2021-04-11T00:00:00,2008-07-31T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6752,Kauffman (Ryan),04292008_103608AM,112157.208,-293086.044,True,144 Point Lane,,04-11179,,,Lot 12,233.0,230,66,59.0,12,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
769,"Kilkenny Creek (Kilkenny Campground, Bacot)",01301989_120200AM,114445.584,-292329.252,True,2943 Kilkenny Road,North Side Of Kilkenny Road & Kilkenny Fish Camp,,Richmond Hill,,"Parcel 3, 20th GMD",-2.0,176,18,-2.0,3,False,,False,,0.10418,1992-10-27T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
719,Kilkenny Marina,08091988_120200AM,114439.8708,-292329.5544,True,3083 Kilkenny Road,S Side Of Kilkenny Road,,Richmond Hill,,"Parcels 1 To 3, 20th GMD, Bowers Estate",-2.0,176,18,-2.0,3,False,,False,,0.53406,2012-01-01T00:00:00,2029-02-27T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
1750,Kings Ferry/Ogeechee Public Ramp,10261995_120200AM,115122.78,-292636.62,True,,US Hwy. 17,,Savannah,,,-2.0,227,28,-2.0,14,False,,False,,0.02685,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
3139,Kings Marsh Villas Condos Crabbing Platform,09101999_120100PM,112198.968,-293006.088,True,207 Kingsmarsh Way,,04-11073,St. Simons,,,389.0,97,66,59.0,3,False,,False,,0.00854,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
10752,KLR Investments LLC (Merrill),05142018_095623AM,112199.796,-292960.26,True,530 Wesley Oak Circle And 121 Killgriffe,Wesley Oaks And Rowantree Subdivisions,04-00889 and 04-1157,,,Lot 21 And Lot 32,393.0,230,66,59.0,12,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6530,Knox River Community Dock,10112007_095712AM,113095.332,-293014.98,True,,"Hwy 99 Past Blue 'N' Hall, 14.09 Acres",,,,"271st GMD, Formerly Mercer Tract",-2.0,181,101,-2.0,3,False,,False,,0.29889,2018-05-15T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
325,Lake Georgie Limerick POA I-95 Spoil Site Palm Island Dr.,06121979_120000AM,114603.804,-292892.724,True,,I-95 Spoil Site #10/Palm Island Drive/River Road,,,11192013_021919PM & 11142016_023444PM,,-2.0,168,92,-2.0,14,False,,False,,63.0,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
718,Landings Harbor/Slip I (CSX Realty),08091988_120100AM,115499.988,-291900.996,True,,"East Of Westin Hotel, Slip 1",,,07252003_120000AM,,-2.0,260,28,25.0,14,False,,False,,162.10864,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
571,"Lands End HOA Dock, Pool, Bulkhead",03101987_120800AM,112172.904,-292927.14,True,2335 Ocean Rd,1500' Upstream Goulds Inlet,,,POSSIBLY 03111993_120000AM,,243.0,241,66,59.0,3,False,,False,,0.11084,2027-10-07T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
476,"Lang (Big Oaks Seafood, North River Marina, Cook)",01101984_120000AM,110670.66,-293487.624,True,1176 New Point Peter Road,,161A 002,St. Marys,,,-2.0,220,23,-2.0,14,False,,False,,0.54243,2029-10-02T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
465,Lang Seafood,10111983_120100PM,110591.856,-293573.916,True,100 East St. Marys Street: Off Osborne Street,,,St. Marys,03181980_120300AM,,-2.0,280,23,-2.0,14,False,,False,,0.14952,2029-05-29T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
361,Lang's Marina (Dickeys & Son Seafood),03181980_120300AM,110591.136,-293570.784,True,100 East St. Marys Street: Off Ready Street,,,,10111983_120100PM,"Parcel 1, Block 13, Marginal Block 4",-2.0,280,23,-2.0,14,False,,False,,0.37147,2030-07-18T00:00:00,2019-02-28T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
3073,"LaRoche Avenue Properties, LLC (Pearls Elegant Pelican)",06181999_120000AM,115199.784,-291828.42,True,7010 LaRoche Avenue,7012 LaRoche Avenue,"10298 02014, 10298 02015, 10298 02032 ",Savannah,,Lot 24,-2.0,149,28,-2.0,14,False,,False,,0.00689,2023-05-30T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
647,Laurel Grove Plantation Community Dock & Bulkhead,02091988_120300AM,112053.888,-293862.672,True,117 Laurel Grove Road,Off Chinquipin Drive,03-12865,,,"Lot 18, Phase 1",247.0,187,66,-2.0,3,True,,False,,0.09252,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1160,Lazaretto Marina,07131992_120000AM,115251.012,-291178.152,True,1 Old US Highway 80,"Scarbrough (Fishermans Paradise, Chatham Yacht Clu",40024 01003,,04091979_120200AM,TCT NE Section Lazaretto Creek 0.6A,-2.0,190,28,63.0,3,False,,False,,0.17256,2016-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1365,Lewis Commercial Dock On Hammock,10051993_120000AM,111864.924,-293646.924,True,4457 Dover Bluff Road,Dover Bluff Road & Holly Oak Trail,126 020,,,,-2.0,201,23,-2.0,3,True,,False,,0.16761,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5814,Liberty County River Road Drainage Pipes,04132006_120000AM,114237.252,-292562.172,True,,River Road,,,,,-2.0,170,92,-2.0,3,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,30,2016-01-14T14:38:51.25,False,,,,,,[],,[],[]
5928,Liberty Harbor Marina Facility,07172006_021606PM,112046.04,-293345.64,True,,Adjacent To Sidney Lanier Bridge,,Brunswick,4/13/1993 12:01 & 4/16/1997,"26th GMD,  62.428 Acre Tract & 9.474 Acre Tract",252.0,39,66,-2.0,14,False,,False,,5.04686,2017-02-23T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4599,Liberty Ship (Sidney Lanier Bridge) Park,03282003_013630PM,112045.9176,-293331.492,True,,Under New Bridge On US HWY 17,,Brunswick,,,-2.0,67,66,-2.0,3,False,,False,,0.33508,2027-07-15T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
10932,Lightship Marina,09172018_014338PM,115229.268,-291594.204,True,618 Wilmington Island Road,,10109 01005 ,Savannah,11121986_120400AM & 10222004_120200PM,Lot 36,528.0,301,28,67.0,3,False,,False,,0.97234,2025-07-17T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
928,"Little Cumberland Island Homes Association, Inc.",11141990_120000AM,111421.476,-293115.492,True,77 Otter Trail,Atlantic/Shell Creek,,St. Marys,,"General's Mound, 31st GMD",-2.0,8,23,34.0,13,False,,False,,0.45202,2025-06-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2264,Little Hermitage Island Dock & Railway,03201998_120000AM,112395.996,-293607.468,True,1 Hermitage Island Drive,200 Oak Grove Island Road,,Brunswick,,,-2.0,302,66,-2.0,14,False,,False,,0.02011,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
389,Little St. Simons Island & Myrtle Pond LSSI,01201981_120100AM,112536.936,-292685.2236,True,,The Lodge At Little St. Simons,,,"11142012_0154PM, 06271980_1202AM,",,-2.0,139,66,37.0,12,False,,False,,0.86346,2027-08-02T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
391,Little St. Simons Island - Glynn Co. Mosquito Ditches,01201981_120300AM,112631.346,-292655.5488,True,,Sancho Pan,,,,,-2.0,257,66,37.0,3,False,,False,,0.08689,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
559,London Hill Community Dock,11121986_120500AM,111026.88,-293805.396,True,0 London Hill Road W,Crooked,,,,,257.0,75,23,55.0,14,False,,False,,0.04104,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
434,"Long Point Plantation (Bankers First, Meridian, SunTrust) Community Dock",09141982_120600AM,115326.828,-291700.44,True,12 Grays Creek Drive,Grays,,,08222002_110106AM,,-2.0,125,28,66.0,3,False,,False,,0.1798,2018-03-24T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1428,Long Pointe Plantation Bridges To 3 Hammocks,03151994_120000AM,115314.48,-291693.528,True,Longbridge Road & Key Island Drive,,,,08222002_110106AM & 09141982_120,,259.0,320,28,-2.0,14,False,,False,,0.57645,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6450,Longwood Preserve (Yankee Landing),08062007_043129PM,112053.384,-293982.084,True,Iron Safe Road Off Of Buckswamp Road,"YANKEE LANDING, LLC (SPRING TIDE COMMUNITIES, LLC)",03-18586,Brunswick,,"27th GMD 3,343.8 Acres",-2.0,197,66,-2.0,14,False,,False,,0.09862,2027-12-15T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
10019,"Low Country Marine Resources, LLC",11222016_021716PM,115496.748,-291843.432,True,139 Fig Island Drive,,,,,Lot 1,-2.0,260,28,25.0,14,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4598,Loyd,03282003_091125AM,113173.812,-292975.596,True,St. Joseph's Point SE Lot 37,Darden,,Darien,,Lot 37,509.0,163,101,-2.0,3,False,,False,,0.12725,2022-04-11T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
9502,"Lumar, LLC",10202015_084919AM,110762.928,-293292.324,True,North Of Sea Camp Dock,Cumberland Island,181 006,,,"Tract 3 South, Parcel 4",-2.0,335,23,17.0,24,False,,False,,0.04784,2018-12-23T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
148,Lunsford Culverts,05111973_120400AM,113239.512,-292932.072,True,916 Cedar Lane,Meridian,,,,,-2.0,163,101,-2.0,3,False,,False,,0.00083,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
9154,Lyons,10312014_111835AM,114941.088,-291885.372,True,17 Melinda Circle,,,Savannah,,17,61.0,213,28,-2.0,14,False,,False,,0.05189,2024-02-04T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4914,Maiden Creek Landing Community Dock,02092004_083618AM,111888.36,-293655.98999,True,437 Marina Way,,,,,"33rd District, G.M.",321.0,201,23,-2.0,3,True,,False,,0.10237,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
12678,Maier,06232023_090422AM,114244.74,-292446.036,True,Billy Harris Point,"Two Docks, Same Property",Parcel 369006,Midway,,,571.0,284,92,-2.0,3,False,,False,,5e-05,2023-05-06T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
39,Mankin (Lucas) Canal Extension,03201972_120100AM,115236.792,-291831.408,True,5702 La Roche Avenue,,,,,NE Portion Lot #1,110.0,149,28,-2.0,14,False,,False,,0.13237,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
310,Marine Rescue Squadron Bulkhead,12131977_120000AM,115249.86,-291175.596,True,3 Old US Highway 80,Between Boen Marine & US 80 ROW,40024 01006 ,,,,-2.0,190,28,-2.0,3,False,,False,,0.06336,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1039,"Marriott Riverfront (CS Hotels, Sayler/Saylor Manufacturing)",10201991_120000AM,115484.364,-291892.68,True,100 General McIntosh Blvd.,Foot Of Randolph Street,,Savannah,,,-2.0,260,28,-2.0,14,False,,False,,2.62906,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1673,Marsh Harbor (Bryan Co.) Community Dock,06121995_120000AM,114581.736,-292564.62,True,7 Catherine View,,,Richmond Hill,,Lot #61,266.0,296,18,-2.0,14,False,,False,,0.08664,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
833,Marsh Harbor (Interstate Stations),10101989_120300AM,115299.396,-291578.148,True,Marsh Harbor Cove,Turner Creek,,,,Phase II Common Area A,266.0,301,28,-2.0,3,False,,False,,1.37794,2012-01-01T00:00:00,2033-05-31T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
1399,Marsh Point Storm Drain To Gully Hole Creek,01281994_120000AM,112379.99997,-292979.9988,True,,Sea Palms West,,,,,-2.0,131,66,-2.0,3,False,,False,,0.03444,2012-01-23T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4263,Marshs Edge (Coastal Community Retirement) Bridge,08162002_082738AM,112397.724,-292970.556,True,82 Renegar Road,Access From Frederica Rd & Delamotte Rd,,St. Simons,,Lot 16 & 2 Acre Hammock,271.0,131,66,59.0,3,False,,False,,0.0987,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
240,"Marshside (Brunswick Municipal Marina, Spankys, DNR Headquarters)",10161974_120000AM,112140.288,-293313.528,True,1200 Glynn Avenue,,,,,,-2.0,67,66,-2.0,3,False,,False,,0.11403,2019-11-29T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
441,Martha Randolph Stevens (Shingle Landing) Park Boat Ramp,12141982_120500AM,114154.344,-292644.252,True,7163 Islands Highway,Off SR 38 Near Colonels Island,339D 001,,,11.91 Acre on Islands Highway,-2.0,50,92,15.0,3,False,,False,,0.24521,2030-07-18T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
12438,Masneri (Ballesteros),09072022_112433AM,112409.64,-293546.448,True,104 Wyche Jones Ln,,,Brunswick,,,-2.0,42,66,-2.0,3,False,,False,,0.036,2026-12-21T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
321,McCain Bulkhead & Riprap,04091979_120000AM,112289.256,-292915.332,True,160 Shore Rush Drive,,,,,Lot 233,423.0,26,66,-2.0,14,False,,False,,0.00551,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1908,McIntosh Rod And Gun Club Marina (aka Blue 'N' Hall),09231996_120200AM,113059.152,-293012.28,True,1500 Blue N' Hall Road,"1/2 Acre 271st GMD, Blue 'N' Hall Road",,Darien,,,-2.0,220,101,-2.0,14,False,,False,,0.48091,2022-10-29T00:00:00,2029-02-27T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
1779,Mentzer,01161996_120000AM,114587.856,-292567.428,True,31 Tivoli Lane,64 Tivoli Trail Road,063 02 077 001,Richmond Hill,,Lot 1,125.0,296,18,-2.0,14,False,,False,,0.13131,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4269,Merchants Wharf Condos Marina,08202002_095859AM,114374.16,-292600.512,True,NW Cuddy Lane,"1359th GMD, Merchants Wharf Condos",,Sunbury,,,-2.0,284,92,-2.0,2,False,,False,,0.30722,2012-01-01T00:00:00,2032-10-31T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
4994,Middleton Plantation Community Dock,03292004_035229PM,111821.544,-294138.0,True,704 Waverly Lane,,,,,"Tract ""A""",284.0,314,23,-2.0,3,False,,True,,0.09628,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
380,Mill Hill Landing Creek Excavation,08121980_120500AM,114846.192,-292460.688,True,,Hwy 144 & Mill Hill Landing Road,,,,,52.0,287,18,-2.0,3,False,,False,,1.65473,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
11298,Mill Hill Road,08302019_014355PM,114852.888,-292487.724,True,Mill Hill Road,,,,,,472.0,227,18,-2.0,18,False,,False,,0.24669,2025-10-02T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
7457,Mims Street Improvements,02162011_023000AM,115210.3284,-291468.2328,True,,Mims Street,,Savannah,,"5th GMD, Parcel 9 0.0007 Acres",-2.0,16,28,67.0,3,False,,False,,0.002,2017-03-12T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6454,Minnich,08092007_120500PM,115151.004,-291834.864,True,150 Cardinal Road,,10358 01003,Savannah,,Lot 84,-2.0,149,28,26.0,18,False,,False,,0.01332,2030-03-01T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
3415,Misty Harbor Marina,05112000_120100AM,111090.636,-293737.00968,True,0 Marina Isle Drive,Ward Island,,,,,291.0,255,23,-2.0,3,False,,False,,0.85312,2014-02-01T00:00:00,2030-01-01T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
480,Modena Island Bulkhead & Bridge,04191984_120000AM,115196.58,-291653.388,True,,Modena Island Drive,,,,,-2.0,270,28,41.0,14,False,,False,,0.11065,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
7111,Monroe,10062009_103749AM,110661.3864,-293440.3308,True,207 Overlook Lane,Point Peter,,St. Marys,,"372, Phase 3, 29th GMD",99.0,239,23,-2.0,3,True,,False,,0.14443,2024-11-22T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1344,Moon River Bay Community Dock,09071993_120100AM,115010.3088,-291968.5284,True,Full Moon Lane Between Lots 6 & 7,Moon River Bay Homeowners Association INC,10507 03021,Savannah,,,-2.0,213,28,-2.0,14,True,,False,,0.73832,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4426,Moran Towing (TM2),10292002_015902PM,115491.024,-291908.988,True,East River Street,Savannah,2-0004-06-001,Savannah,,"Lots 4, 5, 6, 7 & W Port. Of 8",-2.0,260,28,-2.0,14,False,,False,,0.1581,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
119,"Morning Star (Golden Isles, Olsen) Marina: Live-Aboard Marina",10121972_120000AM,112205.196,-293095.224,True,206 Marina Drive,, 	0318832 ,,,Tract 1 Golden Isles Marina Village,-2.0,117,66,32.0,14,False,,False,,0.9617,2021-03-22T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
256,Morrison (Devonwood Canal),12101974_120100AM,112231.98,-292997.916,True,240 Devonwood,,,St. Simons Island,,,111.0,97,66,59.0,3,False,,False,,2.00849,2026-10-30T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6631,"Mounsey (Hearn, Marsh Landing) Dock",01142008_120000AM,111019.50972,-293989.7376,True,,Brazell Place & Brazell Rd: 59.92 Acre Lot,,Woodbine,,"Formerly Tract 1,  Lands Of Gorbutt, 1606 GMD",268.0,75,23,-2.0,14,False,,False,,2.25718,2013-07-14T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
847,Mullins (Demere) Community Dock & Bridge,11201989_120100AM,115260.1812,-291574.2996,True,,Turners Rock Road,,Savannah,,"15-acre Tract, Hammock C, Lot D, 5th GMD",-2.0,301,28,66.0,3,False,,False,,0.07883,2024-06-28T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5538,Murphy Dock,06132005_041957PM,114379.47036,-292607.44632,True,567 Brigantine Dunmore,,C74A-019,Midway,,"Lot 1-B, 1359th GMD",497.0,284,92,-2.0,2,False,,False,,0.31764,2014-03-31T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
150,"Musgrove Plantation Fishing Reef, Bulkhead, Wharf, Riprap",05111973_120600AM,112399.2,-292877.1,True,5720 Frederica Road,,,,,,-2.0,31,66,59.0,3,False,,False,,0.71356,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
739,MWV-CABIN BLUFF (The Lodge At Cabin Bluff),10111988_120300AM,111195.936,-293456.268,True,3852 Union Carbide Road,Cabin Bluff,,Woodbine,01101974_120000AM,,-2.0,80,23,-2.0,14,False,,False,,1.83776,2022-05-19T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
7334,Myrick Marine (Coastal Marine Construction Corp.),08192010_041146PM,115495.9236,-291825.5436,True,191 Fig Island Road,,2-0163-01-002,Savannah,,"Lot 7, 2nd GMD, SEDA",-2.0,260,28,25.0,14,False,,False,,0.15868,2019-06-26T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
10767,Natalie's Place,05172018_025722PM,115244.532,-291483.216,True,Clayton Street,End Of Betz Creek Road,,Savannah,,,-2.0,22,28,67.0,4,False,,False,,0.01024,2024-07-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1585,Navy: Kings Bay Naval Submarine Base (Primary Site No.),11181994_120000AM,110878.938,-293463.6984,True,,SUBBASE Kings Bay,,St. Marys,01272005_095917AM; 02252013_012054PM,29th GMD,-2.0,178,23,-2.0,14,False,,False,,205.90624,2025-12-10T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
